parents,has_nurs,form,children,housing,finance,social,health,employ,struct_finan,soc_health,class
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,very_recom
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,very_recom
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,proper,complete,more,critical,inconv,slightly_prob,priority,usual-proper,complete-more-critical-inconv,slightly_prob-priority,priority
usual,proper,complete,more,critical,inconv,slightly_prob,not_recom,usual-proper,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,problematic,recommended,usual-proper,complete-more-critical-inconv,problematic-recommended,priority
usual,proper,complete,more,critical,inconv,problematic,priority,usual-proper,complete-more-critical-inconv,problematic-priority,priority
usual,proper,complete,more,critical,inconv,problematic,not_recom,usual-proper,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,proper,complete,more,critical,inconv,nonprob,recommended,usual-proper,complete-more-critical-inconv,nonprob-recommended,priority
usual,proper,complete,more,critical,inconv,nonprob,priority,usual-proper,complete-more-critical-inconv,nonprob-priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,usual-proper,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,proper,complete,more,critical,inconv,slightly_prob,recommended,usual-proper,complete-more-critical-inconv,slightly_prob-recommended,priority
